user_009703,43130.09,0,0,0.0,0.0
user_008026,58727.93,0,0,0.0,0.0
user_007722,35730.56,0,0,0.0,0.0
user_002211,42493.54,0,0,0.0,0.0
user_000372,42988.02,0,0,0.0,0.0
user_005152,43939.19,0,0,0.0,0.0
user_009987,54576.340000000004,0,0,0.0,0.0
user_000445,46876.32,0,0,0.0,0.0
user_000794,51210.56,0,0,0.0,0.0
user_005269,46708.89,0,0,0.0,0.0
user_000319,56020.13,0,0,0.0,0.0
user_009449,35361.22,0,0,0.0,0.0
user_006630,40028.52,0,0,0.0,0.0
user_000339,40692.72,0,0,0.0,0.0
user_005580,55737.41,0,0,0.0,0.0
user_004443,39260.51,0,0,0.0,0.0
user_002467,31168.35,0,0,0.0,0.0
user_004803,38084.56,0,0,0.0,0.0
user_000171,39627.42,0,0,0.0,0.0
user_006919,54558.16,0,0,0.0,0.0
user_001043,40284.31,0,0,0.0,0.0
user_003109,42482.73,0,0,0.0,0.0
user_007107,37650.11,0,0,0.0,0.0
user_007643,45331.72,0,0,0.0,0.0
user_007101,37110.71,0,0,0.0,0.0
user_003922,51549.02,0,0,0.0,0.0
user_003620,53409.78,0,0,0.0,0.0
user_003081,40691.26,0,0,0.0,0.0
user_009760,51676.270000000004,0,0,0.0,0.0
user_005520,32505.57,0,0,0.0,0.0
user_000100,49430.84,0,0,0.0,0.0
user_006471,52471.35,0,0,0.0,0.0
user_005163,44731.15,0,0,0.0,0.0
user_005825,50176.11,0,0,0.0,0.0
user_006750,61802.63,0,0,0.0,0.0
user_004119,34739.14,0,0,0.0,0.0
user_007861,35022.46,0,0,0.0,0.0
user_009212,48626.6,0,0,0.0,0.0
user_005367,47127.11,0,0,0.0,0.0
user_009174,48774.39,0,0,0.0,0.0
user_009731,32148.31,0,0,0.0,0.0
user_001463,44635.0,0,0,0.0,0.0
user_006866,49517.25,0,0,0.0,0.0
user_004534,47629.08,0,0,0.0,0.0
user_008567,55356.64,0,0,0.0,0.0
user_002859,49064.4,0,0,0.0,0.0
user_009025,38897.23,0,0,0.0,0.0
user_001421,47377.64,0,0,0.0,0.0
user_006334,41735.6,0,0,0.0,0.0
user_005612,46970.79,0,0,0.0,0.0
user_006297,61944.68,0,0,0.0,0.0
user_001063,47808.18,0,0,0.0,0.0
user_005080,53002.1,0,0,0.0,0.0
user_008334,49867.0,0,0,0.0,0.0
user_004373,68348.94,0,0,0.0,0.0
user_009904,35663.12,0,0,0.0,0.0
user_009879,47778.34,0,0,0.0,0.0
user_005420,40059.88,0,0,0.0,0.0
user_008844,32871.22,0,0,0.0,0.0
user_007004,45939.98,0,0,0.0,0.0
user_002681,36761.64,0,0,0.0,0.0
user_007738,36277.69,0,0,0.0,0.0
user_000630,40490.95,0,0,0.0,0.0
user_005557,40663.73,0,0,0.0,0.0
user_002601,45449.090000000004,0,0,0.0,0.0
user_006984,39792.11,0,0,0.0,0.0
user_007487,43468.47,0,0,0.0,0.0
user_000786,45864.2,0,0,0.0,0.0
user_005719,43229.659999999996,0,0,0.0,0.0
user_007751,54237.78,0,0,0.0,0.0
user_003368,40949.43,0,0,0.0,0.0
user_006894,34856.7,0,0,0.0,0.0
user_009140,43844.36,0,0,0.0,0.0
user_000824,49464.43,0,0,0.0,0.0
user_000346,50825.86,0,0,0.0,0.0
user_001986,38278.02,0,0,0.0,0.0
user_001412,43436.96,0,0,0.0,0.0
user_001406,43270.26,0,0,0.0,0.0
user_007273,42110.11,0,0,0.0,0.0
user_000312,36373.89,0,0,0.0,0.0
user_008611,31163.71,0,0,0.0,0.0
user_005115,46528.86,0,0,0.0,0.0
user_004568,37385.62,0,0,0.0,0.0
user_005125,53779.71,0,0,0.0,0.0
user_005401,52556.46,0,0,0.0,0.0
user_002038,36088.65,0,0,0.0,0.0
user_001038,47929.28,0,0,0.0,0.0
user_004127,36265.01,0,0,0.0,0.0
user_009701,53014.17,0,0,0.0,0.0
user_007544,52622.71,0,0,0.0,0.0
user_003506,44102.96,0,0,0.0,0.0
user_003328,47756.05,0,0,0.0,0.0
user_009573,43872.77,0,0,0.0,0.0
user_001145,37669.56,0,0,0.0,0.0
user_000595,46202.07,0,0,0.0,0.0
user_009438,37427.29,0,0,0.0,0.0
user_004727,41731.48,0,0,0.0,0.0
user_005056,51399.02,0,0,0.0,0.0
user_004384,40292.17,0,0,0.0,0.0
user_006666,42601.32,0,0,0.0,0.0
user_002808,49274.02,0,0,0.0,0.0
user_007563,43916.07,0,0,0.0,0.0
user_005870,39078.98,0,0,0.0,0.0
user_005131,48429.03,0,0,0.0,0.0
user_001716,51620.61,0,0,0.0,0.0
user_003668,48469.56,0,0,0.0,0.0
user_008660,35559.57,0,0,0.0,0.0
user_007469,43355.01,0,0,0.0,0.0
user_002507,42068.07,0,0,0.0,0.0
user_000279,42527.49,0,0,0.0,0.0
user_000110,55144.69,0,0,0.0,0.0
user_001188,48864.37,0,0,0.0,0.0
user_005389,61881.58,0,0,0.0,0.0
user_003402,44419.2,0,0,0.0,0.0
user_004700,33078.39,0,0,0.0,0.0
